name_en,name_es,gender,testament,description,meaning
Meshezabeel,Meshezabeel,Male,Unknown,,
Meshezabel,Meshezabel,Male,OT,father of Berechiah (NEH 3:4),
Meshillemith,Meshillemith,Male,Both,son of Immer (1CH 9:12),
Meshillemoth,Meshillemoth,Male,Both,"father of Berechiah, who aided defeated Judaites (2CH 28:12)",
Meshobab,Meshobab,Male,OT,"??? (1CH 4:34), Simeonite (1CH 4:24)",
Meshuallam,Meshuallam,Male,OT,son of Hodaviah (1CH 9:7),
Meshullam,Meshullam,Male,Both,father of Azaliah (2KI 22:3),peaceable; perfect; their parables
Meshullemeth,Meshullemeth,Female,Both,mother of Amon (2KI 21:19),
Methusael,Methusael,Male,OT,"Champion of El; man of God, a descendant of Cain ([Gen",who demands his death
Methuselah,Matusalén,Male,Both,son of Enoch (GEN 5:21),
Methushael,Methushael,Male,OT,son of Mehujael (GEN 4:18),
Meunim,Meunim,Male,OT,temple servant (EZR 2:50),dwelling-places; afflicted
Mezahab,Mezahab,Female,Both,mother of Matred (GEN 36:39),gilded
Miamin,Miamin,Male,Unknown,,the right hand
Mibhar,Mibhar,Male,OT,"Choice, a Hagarene, one of David’s warriors ([1 Chr",chosen; youth
Mibsam,Mibsam,Male,OT,fourth-born son of Ishmael (GEN 25:13),smelling sweet
Mibzar,Mibzar,Male,Both,chief of Edom (GEN 36:42),defending; forbidding; taking away
Mica,Mica,Male,OT,son of Mephibosheth (2SA 9:12),
Micah,Micaía,Male,OT,(JDG 17:1) who stole 1100 pieces of silver from his mother (JDG 17:2),poor; humble
Micaiah,Micaías,Male,Both,"prophet (1KI 22:8, 2CH 18:7)",who is like to God?
Micha,Micha,Male,Both,"The son of Zabdi, a Levite of the family of Asaph ([Neh",same as Micaiah
Michael,Michael,Male,Both,father of Sethur (NUM 13:13),
Michah,Michah,Male,Both,The first in rank of the priests of the family of Kohathites ([1 Chr,
Michaiah,Michaías,Male,OT,A Levite ([Neh,"Michael, same as Micah"
Michal,Mical,Female,Both,daughter of Saul (1SA 14:49) and barren (2SA 6:23) wife of King David (1SA 18:27),who is perfect?
Michri,Michri,Male,Both,father of Uzzi (1CH 9:8),selling
Midian,Midian,Male,Both,son of Abraham through Keturah (GEN 25:2),judgment; covering; habit
Mijamin,Mijamin,Male,Both,sixth-chosen priest for the twenty-four courses (1CH 24:9),right hand
Mikloth,Mikloth,Male,OT,son of Jeiel and Maacah (1CH 8:32),little wants; little voices; looking downward
Mikneiah,Mikneías,Male,OT,"second rank Levite, gatekeeper (1CH 15:18)",
Milalai,Milalai,Male,OT,Levite with music instruments (NEH 12:36),circumcision; my talk
Milcah,Milcah,Female,Both,"Nahor's wife (and niece), the daughter of Haran (GEN 11:29)",queen
Milcom,Milcom,Male,Unknown,,their king
Miniamin,Miniamin,Male,OT,distributed portions to their brothers (2CH 31:15),right hand
Miriam,María,Female,Both,sister of Moses (EXO 15:20),rebellion
Mirma,Mirma,Male,Unknown,,
Mirmah,Mirmah,Male,OT,son of Shaharaim (1CH 8:10),
Mishael,Mishael,Male,Both,son of Uzziel (EXO 6:22),who is asked for or lent
Misham,Misham,Male,Both,son of Elpaal (1CH 8:12),their savior; taking away
Mishma,Mishma,Male,Both,fifth-born son of Ishmael (GEN 25:14),hearing; obeying
Mishmannah,Mishmannah,Male,Both,fourth among the Gadites to go to David (1CH 12:10),fatness; taking away provision
Mispar,Mispar,Male,Both,"returned to Judah after the Babylonian captivity (EZR 2:2, NEH 7:7) [called Misperethin NEH 7:7]","Mispereth, numbering; showing; increase of tribute"
Mispereth,Mispereth,Female,NT,"Number, one of the Jews who accompanied Zerubbabel from Babylon ([Ezra 2:2](/ezra#Ezra",
Mithredath,Mithredath,Male,Both,treasurer of Cyrus (EZR 1:8),breaking the law
Mizraim,Mizraim,Male,Both,son of Ham (GEN 10:6),tribulations
Mizzah,Mizzah,Male,OT,son of Reuel (GEN 36:13) and chief of Edom (GEN 36:17),defluxion from the head
Mnason,Mnason,Male,NT,a disciple of long standing with whom Paul and Luke were to lodge (ACT 21:16),a diligent seeker; an exhorter
Moab,Moab,Male,Both,son of Lot and forebear of the Moabites (GEN 19:37),of his father
Moadiah,Moadías,Male,OT,ancestor of Piltai (NEH 12:17),
Molech,Molec,Male,NT,"King, the name of the national god of the Ammonites, to whom children were sacrificed by fire","Moloch, king"
Molid,Molid,Male,OT,son of Abishur (1CH 2:29),nativity; generation
Mordecai,Mardoqueo,Male,Both,"returned to Judah after the Babylonian captivity (EZR 2:2, NEH 7:7)",contrition; bitter; bruising
Moses,Moisés,Male,Both,led Israel out of Egypt in the Exodus (EXO 13:3),taken out; drawn forth
Mother of Aholah and Aholibah,Mother of Aholah and Aholibah,Female,Unknown,,
Mother of Lemuel,Mother of Lemuel,Female,Unknown,,
Mother of Zebedees children,Mother of Zebedees children,Female,Unknown,,
Mother of the Wife of Simon,Mother of the Wife of Simon,Female,Unknown,,
Moza,Moza,Male,Both,son of Chelubai [Caleb] by Ephah (1CH 2:46),
Muppim,Muppim,Male,OT,"(grand?)son of Benjamin (GEN 46:21), son of Bela (1CH 7:12, 8:3)",out of the mouth; covering
Mushi,Mushi,Male,Both,son of Merari (EXO 6:19),"he that touches, that withdraws or takes away"
Naam,Naam,Male,Both,son of Caleb (1CH 4:15),fair; pleasant
Naamah,Naamah,Female,Both,sister of Tubal-cain (GEN 4:22),"Naaman, beautiful; agreeable"
Naaman,Naamán,Male,OT,"(grand?)son of Benjamin (GEN 46:21), son of Bela (NUM 26:40)",
Naarah,Naarah,Female,Both,wife of Ashhur (1CH 4:5),"Naarai, young person"
Naarai,Naarai,Male,OT,"Youthful, a military chief in David’s army ([1 Chr",
Nabal,Nabal,Male,Both,"the rich man of Maon, husband of Abigail (1SA 25:3)",fool; senseless
Naboth,Naboth,Male,Both,the Jezreelite whose vineyard Ahab took (1KI 21:1),words; prophecies
Nadab,Nadab,Male,Both,"son of Aaron (EXO 6:23), died for offering strange fire to the LORD (NUM 3:4)",free and voluntary gift; prince
Naggai,Naggai,Male,NT,in the lineage of Messiah (LUK 3:25),
Nagge,Nagge,Male,Unknown,,clearness; brightness; light
Naham,Naham,Male,Both,brother of the wife of Hodiah (1CH 4:19),"Nahamani, comforter; leader"
Nahamani,Nahamani,Male,Both,returned to Judah after the Babylonian captivity (NEH 7:7),
Naharai,Naharai,Male,Both,"the Beerothite, thirty-fourth of ""the thirty"" of David's men (2SA 23:37)",my nostrils; hot; anger
Nahash,Nahash,Male,Both,King of the Ammonites (1SA 11:2),snake; serpent
Nahath,Nahath,Male,Both,son of Reuel (GEN 36:13) and chief of Edom (GEN 36:17),rest; a leader
Nahbi,Nahbi,Male,Both,1 of the 12 spies- from Naphtali (NUM 13:14),very secret
Nahor,Nacor,Male,Both,son of Serug (GEN 11:22),hoarse; dry; hot
Nahshon,Nahshon,Male,Both,"son of Amminadab and brother of Elisheba (EXO 6:23), head of the tribe of Judah during the census (NUM 1:7)",same as Naashon
Nahum,Nahúm,Male,Both,"the Elkoshite, prophet of the book of Nahum (NAH 1:1)",comforter; penitent
Naomi,Noemí,Female,OT,wife of Elimelech (RUT 1:2) and mother-in-law of Ruth (RUT 1:4),beautiful; agreeable
Naphish,Nafish,Male,OT,eleventh-born son of Ishmael (GEN 25:15),"the soul; he that rests, refreshes himself, or respires"
Naphtali,Neftalí,Male,Both,"sixth-born son of Jacob (GEN 30:7), son of Bilhah, Rachel's handmaid",that struggles or fights
Naphtuh,Naphtuh,Male,OT,son of Mizraim (GEN 10:13),
Naphtuhim,Naphtuhim,Male,OT,A Hamitic tribe descended from Mizraim ([Gen,
Narcissus,Narcissus,Male,NT,Paul sends greetings to his household (ROM 16:11),astonishment; stupidity
Nathan,Natán,Male,OT,son of David (2SA 5:14),given; giving; rewarded
Nathan-melech,Nathan-melec,Male,Both,the official over the chamber of the horses and chariots of the sun (2KI 23:11),"the gift of the king, or of counsel"
Nathanael,Natanael,Male,NT,"Given or gift of God, one of our Lord’s disciples, “of Cana in Galilee” ([John 21:2](/john#John",the gift of God
Naum,Naum,Male,Unknown,,same as Nahum
Neariah,Nearías,Male,OT,son of Shecaniah (1CH 3:22),child of the Lord
Nebai,Nebai,Male,OT,non-Levite leader (NEH 10:14),budding; speaking; prophesying
Nebaioth,Nebaioth,Male,OT,firstborn son of Ishmael (GEN 25:13),words; prophecies; buds
Nebajoth,Nebajoth,Female,OT,Ishmael’s eldest son ([Gen,
Nebat,Nebat,Male,Both,"father of Jeroboam, an Ephraimite of Zeredah (1KI 11:26)",that beholds
Nebo,Nebo,Male,OT,his sons (descendants) returned to Judah after captivity (EZR 2:29),that speaks or prophesies
Nebuchadnezzar,Nabucodonosor,Male,Both,King of Babylon (2KI 23:37),"Nebuchadrezzar, tears and groans of judgment"
Nebushasban,Nebushasban,Male,NT,"Adorer of Nebo, or Nebo saves me, the “Rabsaris,” or chief chamberlain, of the court of Babylon",
Nebushazban,Nebushazban,Male,Both,the Rab-saris [chief official] (JER 39:13),
Nebuzar-adan,Nebuzar-adan,Male,NT,"“the captain of the guard,” in rank next to the king, who appears prominent in directing affairs at the capture of Jerusalem ([2 Kings 25:8-20](/2kgs#...",fruits or prophecies of judgment
Nebuzaradan,Nebuzaradan,Male,Both,captain of the guard of the King of Babylon (2KI 25:8) who took captives into exile (JER 39:9),
Nedabiah,Nedabías,Male,Both,son of Jehoiachin_1 [Jeconiah] (1CH 3:18),prince or vow of the Lord
Nehemiah,Nehemías,Male,Both,"returned to Judah after the Babylonian captivity (EZR 2:2, NEH 7:7), son of Hacaliah (Neh 1:1)",consolation; repentance of the Lord
Nehushta,Nehushta,Female,Both,mother of Jehoiachin (2KI 24:8),made of brass
Nekoda,Nekoda,Male,OT,temple servant (EZR 2:48),painted; inconstant
Nemuel,Nemuel,Male,OT,"son of Eliab, son of Pallu (NUM 26:9)",the sleeping of God
Nepheg,Nefeg,Male,OT,son of Izhar (EXO 6:21),weak; slacked
Nephisim,Nefisim,Male,OT,temple servant (EZR 2:50),
Nephusim,Nefusim,Male,Unknown,,same as Nephishesim
Ner,Ner,Male,Both,father of Abner (1SA 14:50),a lamp; new-tilled land
Nereus,Nereus,Male,NT,Paul sends greetings to him (ROM 16:15),same as Ner
Nergal-sar-ezer,Nergal-sar-ezer,Male,Both,Babylonian official who sat in the Middle Gate of Jerusalem (JER 39:3),
Nergal-sharezer,Nergal-sharezer,Male,NT,"Another of the “princes,” who bore the title of “Rabmag",treasurer of Nergal
Neri,Neri,Male,NT,in the lineage of Messiah (LUK 3:27),my light
Neriah,Nerías,Male,OT,father of Baruch (JER 32:12),light; lamp of the Lord
Netanel,Netanel,Male,OT,son of Pashhur who had married a foreign wife (EZR 10:22),
Nethaneel,Nethaneel,Male,Both,"The son of Zuar, chief of the tribe of Issachar at the Exodus ([Num",same as Nathanael
Nethanel,Nethanel,Male,Both,head of the tribe of Issachar during the census (NUM 1:8),
Nethaniah,Nethanías,Male,Both,"father of Ishmael, one of the captains of Judean forces (2KI 25:23)",the gift of the Lord
Neziah,Nezías,Male,OT,temple servant (EZR 2:54),conqueror; strong
Nicanor,Nicanor,Male,NT,chosen to serve the widows of the Hellenistic Jews (ACT 6:5),a conqueror; victorious
Nicodemus,Nicodemo,Male,NT,a Pharisee and ruler of the Jews (JHN 3:1),victory of the people
Nicolas,Nicolas,Male,NT,chosen to serve the widows of the Hellenistic Jews (ACT 6:5),same as Nicodemus
Nimrod,Nimrod,Male,Both,"son of Cush (GEN 10:8), a mighty hunter before the LORD (GEN 10:9)",rebellion (but probably an unknown Assyrian word)
Nimshi,Nimshi,Male,OT,"[grand]father of Jehu, King of Israel (1KI 19:16, 2KI 9:2)",rescued from danger
Noadiah,Noadías,Male,Both,"Levite present at the counting of the silver, gold, and utensils (EZR 8:33)","witness, or ornament, of the Lord"
Noah,Noé,Male,Both,son of Lamech (GEN 5:28-29),that quavers or totters (Zelophehad's daughter)
Nobah,Nobah,Male,OT,captured Kenath and renamed it Nobah (NUM 23:41),that barks or yelps
Nogah,Nogah,Male,OT,son of David (1CH 3:6),brightness; clearness
Nohah,Nohah,Male,OT,son of Benjamin (1CH 8:2),
Nun,Nun,Male,Both,father of Joshua (EXO 33:11),same as Non
Nympha,Ninfas,Female,NT,had a church in her house in Colossae (COL 4:15),
Obadiah,Abdías,Male,Both,"feared the Lord (1KI 18:3), sent by Jehoshaphat to teach (2CH 17:7)",servant of the Lord
Obal,Obal,Male,OT,son of Joktan (GEN 10:28),inconvenience of old age
Obed,Obed,Male,OT,son of Ruth and father of Jesse (RUT 4:17),a servant; workman
Obed-edom,Obed-edom,Male,Both,the Gittite in whose house the ark of the covenant rested (2SA 6:10),servant of Edom
Obil,Obil,Male,Both,Ishmaelite in charge of David's camels (1CH 27:30),that weeps; who deserves to be bewailed
Ochran,Ochran,Male,OT,father of Pagiel (NUM 1:13),
Ocran,Ocran,Male,Unknown,,a disturber; that disorders
Oded,Oded,Male,OT,father of Azariah (2CH 15:1),"to sustain, hold or lift up"
Og,Og,Male,Both,King of Bashan (NUM 21:33),a cake; bread baked in ashes
Ohad,Ohad,Male,Both,son of Simeon (GEN 46:10),praising; confessing
Ohel,Ohel,Male,Both,son of Meshullam (1CH 3:20),tent; tabernacle; brightness
Oholiab,Aholiab,Male,Both,appointed by G-d to the construction of the tabernacle (EXO 31:6),
Oholibamah,Oholibamah,Male,OT,chief of Edom (GEN 36:41),
Olympas,Olympas,Male,NT,Paul sends greetings to him (ROM 16:15),heavenly
Omar,Omar,Male,Both,son of Eliphaz (GEN 36:11) and chief of Edom (GEN 36:15),he that speaks; bitter
Omri,Omri,Male,Both,commander of the army and king over Israel (1KI 16:16),sheaf of corn
On,On,Male,OT,rebelled against Moses with Korah (NUM 16:1),pain; force; iniquity
Onam,Onam,Male,OT,son of Shobal (GEN 36:23),"Onan, same as On"
Onan,Onan,Male,Both,second-born son of Judah (GEN 38:4),
Onesimus,Onésimo,Male,NT,a Colossian who was Paul's faithful and beloved brother (COL 4:9),profitable; useful
Onesiphorus,Onesiforus,Male,Unknown,refreshed Paul and was not ashamed of his chains (2TI 1:16),who brings profit
Ophir,Ofir,Male,Both,son of Joktan (GEN 10:29),fruitful region
Ophrah,Ophrah,Male,OT,son of Meonothai (1CH 4:14),dust; lead; a fawn
Oreb,Oreb,Male,OT,leader of Midian (JDG 7:25),a raven
Oren,Oren,Male,Both,son of Jerahmeel (1CH 2:25),
Ornan,Ornan,Male,OT,Agile; also called Ornan [1 Chr,that rejoices
Orpah,Orfa,Female,Both,wife of Chilion (RUT 1:4) [process of elimination based on RUT 4:10],the neck or skull
Osnappar,Osnappar,Male,Both,deported and settled people in the city of Samaria (EZR 4:10),
Othni,Othni,Male,Both,son of Shemaiah [Shemaiah_9] (1CH 26:7),my time; my hour
Othniel,Otoniel,Male,Both,son of Kenaz who captured Kiriath-sepher (JOS 15:17),the hour of God
Ozem,Ozem,Male,Both,sixth-born son of Jesse (1CH 2:15),that fasts; their eagerness
Ozni,Ozni,Male,Both,"Hearing, one of the sons of Gad; also called Ezbon ([Gen",an ear; my hearkening
Paarai,Paarai,Male,Both,"the Arbite, thirtieth of ""the thirty"" of David's men (2SA 23:35)",opening
Padon,Padon,Male,OT,temple servant (EZR 2:44),his redemption; ox-yoke
Pagiel,Pagiel,Male,Both,head of the tribe of Asher during the census (NUM 1:13),"prevention, or prayer, of God"
Pahath-moab,Pahath-moab,Male,Both,his sons (descendants) returned to Judah after captivity (EZR 2:5),
Palal,Palal,Male,Both,repaired the wall of Jerusalem in front of the Angle (NEH 3:25),thinking
Pallu,Pallu,Male,Both,son of Reuben (GEN 46:9),marvelous; hidden
Palti,Palti,Male,Both,1 of the 12 spies- from Benjamin (NUM 13:9),deliverance; flight
Paltiel,Paltiel,Male,Both,the leader of the tribe of Issachar (NUM 34:26) to apportion the Land (NUM 34:17),"deliverance; or banishment, of God"
Parmashta,Parmashta,Male,OT,son of Haman (EST 9:9),a yearling bull
Parmenas,Parmenas,Male,NT,chosen to serve the widows of the Hellenistic Jews (ACT 6:5),"that abides, or is permanent"
Parnach,Parnach,Male,OT,father of Elizaphan (NUM 34:25),"a bull striking, or struck"
Parosh,Parosh,Male,OT,his sons (descendants) returned to Judah after captivity (EZR 2:3),a flea; the fruit of a moth
Parshandatha,Parshandatha,Male,Both,son of Haman (EST 9:7),given by prayer
Paruah,Paruah,Male,Both,father of Jehoshaphat (1KI 4:17),flourishing; that flies away
Pasach,Pasach,Male,Both,son of Japhlet (1CH 7:33),thy broken piece
Paseah,Paseah,Male,OT,son of Eshton (1CH 4:12),passing over; halting
Pashhur,Pashhur,Male,OT,"son of Malchijah (1CH 9:12), priest (EZR 2:38, NEH 7:41)",
Pashur,Pashur,Male,Unknown,,that extends or multiplies the hole; whiteness
Pathrus,Pathrus,Male,OT,son of Mizraim (GEN 10:14),
Pathrusim,Pathrusim,Male,Unknown,,
Patrobas,Patrobas,Male,NT,Paul sends greetings to him (ROM 16:14),paternal; that pursues the steps of his father
Paul,Pablo,Male,Unknown,'=Saul (q,small; little
Pedahel,Pedahel,Male,Both,the leader of the tribe of Naphtali (NUM 34:28) to apportion the Land (NUM 34:17),
Pedahzur,Pedahzur,Male,Both,father of Gamaliel (NUM 1:10),strong or powerful savior; stone of redemption
Pedaiah,Pedaías,Male,Both,"from Rumah, father of Zebidah (2KI 23:36)",redemption of the Lord
Pekah,Peka,Male,Both,son of Remaliah who killed King Pekahiah and became King of Israel in his place (2KI 15:25),he that opens; that is at liberty
Pekahiah,Pekaía,Male,Both,son of Menachem and King of Israel (2KI 15:22),it is the Lord that opens
Pelaiah,Pelaías,Male,OT,son of Elioenai (1CH 3:24),the Lord's secret or miracle
Pelaliah,Pelalías,Male,OT,son of Amzi (NEH 11:12),entreating the Lord
Pelatiah,Pelatías,Male,OT,son of Hananiah (1CH 3:21),let the Lord deliver; deliverance of the Lord
Peleg,Peleg,Male,Both,"son of Eber, in his days the earth was divided (GEN 10:25)",division
Pelet,Pelet,Male,OT,son of Jahdai (1CH 2:47),
Peleth,Peleth,Male,Both,father of On (NUM 16:1),
Peninnah,Peninnah,Female,OT,wife of Elkanah (1SA 1:2),pearl; precious stone; the face
Penuel,Penuel,Male,OT,son of Hur (1CH 4:4),same as Peniel
Peresh,Peresh,Male,OT,son of Machir and Maacah (1CH 7:16),horseman
Perez,Perez,Male,OT,son of Judah and Tamar (GEN 38:29),divided
Perida,Perida,Male,Unknown,One whose descendants returned with Zerubbabel ([Ezra 2:55](/ezra#Ezra,separation; division
Persis,Persis,Female,NT,beloved of Paul (ROM 16:12),same as Persia
Peruda,Peruda,Male,OT,Solomon's servant (EZR 2:55),same as Perida
Pethahiah,Pethahías,Male,Both,nineteenth-chosen priest for the twenty-four courses (1CH 24:16),the Lord opening; gate of the Lord
Pethuel,Pethuel,Male,Both,father of Joel the prophet (JOL 1:1),mouth of God; persuasion of God
Peullethai,Peullethai,Male,OT,eighth-born son of Obed-edom (1CH 26:4),
Peulthai,Peulthai,Male,Both,"Wages of the Lord, one of the sons of Obed-edom, a Levite porter ([1 Chr",my works
